subfield_id,subfield_name,field_name,scope,includes,excludes,flagship_journals,wikipedia_anchor,card_confidence
3106,Nuclear and High Energy Physics,Physics and Astronomy,"The physics of atomic nuclei, elementary particles, and fundamental forces, together with the astrophysics and cosmology that connect to particle-scale physics: nuclear structure and reactions, particle collisions, and the origin and composition of the universe including dark matter.",particle physics theory and experiment; nuclear structure and reactions; high-energy collider physics; astroparticle physics; cosmology and the early universe; dark matter and dark energy; quantum field theory; string theory,"radiation dosimetry, protection and applied radiation physics -> Radiation",Physical Review D; Journal of High Energy Physics; Nuclear Physics A; Physics Letters B,https://en.wikipedia.org/wiki/Particle_physics,high
3107,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,"The physics of atoms, molecules, and their interaction with light: structure and dynamics of atomic and molecular systems, quantum optics, laser physics, and spectroscopy. Includes cold-atom and ultracold-matter physics, atom/photon-based quantum information, and fundamental scattering and collision processes. ARBITRATION vs Condensed Matter Physics [Physics and Astronomy]: this card owns physics at the level of individual atoms, molecules, and photons (spectroscopy, cold atoms, quantum optics); collective/many-body solid-state phenomena (dielectric response, ferromagnetism, piezoelectricity, superconductivity) belong to Condensed Matter Physics (3104).",quantum optics; atomic and molecular spectroscopy; laser-matter interaction; cold atoms and Bose-Einstein condensates; molecular structure and dynamics; photonics as fundamental physics; atom/photon quantum information; electron and atom scattering,"semiconductor devices, optoelectronic circuits and engineering applications of optics -> Electrical and Electronic Engineering ; materials-science characterization of optical/magnetic properties of solids -> Electronic, Optical and Magnetic Materials ; fundamental solid-state and many-body physics of condensed phases (dielectric response, ferromagnetism, piezoelectricity, superconductivity) studied as bulk/collective phenomena rather than atomic/molecular/photon-level physics -> Condensed Matter Physics","Physical Review A; Journal of Physics B: Atomic, Molecular and Optical Physics; Optics Express; Journal of the Optical Society of America B","https://en.wikipedia.org/wiki/Atomic,_molecular,_and_optical_physics",high
3108,Radiation,Physics and Astronomy,"The physics of radiation production, propagation, interaction with matter, and detection, plus its applied dimensions: dosimetry, shielding, health physics, and radiation-based measurement and therapy technologies. Distinguished from Nuclear and High Energy Physics by its focus on radiation as a phenomenon and tool rather than on nuclear/particle structure itself. ARBITRATION vs Radiology, Nuclear Medicine and Imaging [Medicine] and Oncology [Medicine]: this card owns the physics of radiation production, propagation, interaction, dosimetry, and detection; clinical/diagnostic use of radiation and radiobiological/health effects belong to Radiology, Nuclear Medicine and Imaging (2741); clinical delivery and outcomes of radiotherapy as cancer treatment belong to Oncology (2730).","ionizing and non-ionizing radiation physics; radiation dosimetry and measurement; radiation protection and health physics; radiation effects on matter; radiation sources and generation; medical radiation physics: dosimetry, treatment-planning physics, and radiation-generation technology underlying radiotherapy (as distinct from clinical delivery and outcomes)","nuclear reaction theory and particle collision physics -> Nuclear and High Energy Physics ; clinical delivery and outcomes management of radiotherapy as cancer treatment -> Oncology ; biological and cellular effects of radiation studied for clinical/health outcomes (radiobiology in a clinical-health framing), and the clinical/diagnostic use of radiation-based imaging and dose management in patient care -> Radiology, Nuclear Medicine and Imaging",Radiation Physics and Chemistry; Physics in Medicine & Biology; Radiation Research; Journal of Radiological Protection,https://en.wikipedia.org/wiki/Radiation,medium
3109,Statistical and Nonlinear Physics,Physics and Astronomy,"Statistical mechanics, thermodynamics, and the physics of nonlinear and complex systems: chaos and dynamical systems, stochastic processes, self-organization and pattern formation, plasma physics, and physics-derived models of complex/social phenomena.",statistical mechanics and thermodynamics; nonlinear dynamics and chaos theory; stochastic processes; complex systems and network physics; plasma and fusion physics; self-organization and pattern formation; agent-based and sociophysics models,"quantum optics, cold-atom, and photonic nonlinear dynamics studied as atomic/molecular/optical physics phenomena rather than as general statistical-mechanics or complex-systems theory -> Atomic and Molecular Physics, and Optics ; network science and graph-theoretic analysis of communication/computer networks as a networking-engineering discipline -> Computer Networks and Communications ; rigorous mathematical-physics formalism (functional analysis, operator theory) for foundational physical theories, pursued as mathematical physics rather than statistical/nonlinear physics modeling -> Mathematical Physics ; condensed-matter electronic/magnetic many-body phenomena in solids, studied as condensed-matter physics rather than general statistical-mechanics/complex-systems theory -> Condensed Matter Physics",Physical Review E; Chaos: An Interdisciplinary Journal of Nonlinear Science; Physica A: Statistical Mechanics and its Applications,https://en.wikipedia.org/wiki/Statistical_mechanics,high
3200,General Psychology,Psychology,"The last-resort, general/introductory bucket for psychological research that is broad, foundational, or cross-cutting enough that it does not clearly belong to one specific psychology subfield (clinical, cognitive, developmental, social, neuropsychology, applied). Use only when a topic genuinely spans or precedes specialization within psychology.",general psychological theory and history of psychology; psychological methods and measurement not tied to one subfield; introductory/survey psychology topics; cross-cutting psychological science that does not fit a named subfield,"applied/professional psychology practice -> Applied Psychology ; clinical psychopathology, diagnosis, and treatment -> Clinical Psychology ; cognition, perception, and experimental laboratory research -> Experimental and Cognitive Psychology ; interpersonal, group, and societal psychological processes -> Social Psychology ; child/lifespan and educational psychology -> Developmental and Educational Psychology",American Psychologist; Psychological Bulletin; Perspectives on Psychological Science,https://en.wikipedia.org/wiki/Psychology,medium
3202,Applied Psychology,Psychology,"The application of psychological theory and methods to practical problems in real-world, non-clinical settings such as work, sport, law, consumer behaviour, and human-system design. Focuses on psychology in applied institutional or professional contexts rather than basic research on mental processes.",work and organizational psychology; sport and performance psychology; forensic and legal psychology; consumer psychology; human factors and ergonomics; environmental and community psychology; occupational health psychology,"basic experimental study of cognition, perception and memory -> Experimental and Cognitive Psychology ; organizational behaviour and human-resource practice studied as management -> Organizational Behavior and Human Resource Management ; ergonomics and human-system interaction as design of work systems and environments -> Human Factors and Ergonomics ; interaction with computing systems where the interface or user experience is the object -> Human-Computer Interaction",Journal of Applied Psychology; Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology,https://en.wikipedia.org/wiki/Applied_psychology,high
3203,Clinical Psychology,Psychology,"The assessment, understanding, and treatment of mental illness and psychological distress. Covers psychopathology, psychotherapy and treatment techniques, clinical assessment and diagnosis, and applied clinical research on conditions such as depression, anxiety, PTSD, and eating disorders.","psychopathology and diagnosis; psychotherapy techniques and outcomes; clinical assessment instruments; mood, anxiety, and trauma disorders; eating disorders and behaviors; suicide and self-harm research; mental-health treatment in clinical/community settings",biological/neural mechanisms of mental disorders studied primarily at the neuroscience level -> Biological Psychiatry ; psychiatric diagnosis and pharmacological/medical treatment framed as clinical medicine -> Psychiatry and Mental health ; normative child/adolescent development and educational-context psychology not centered on clinical disorder -> Developmental and Educational Psychology,Journal of Consulting and Clinical Psychology; Clinical Psychology Review; Journal of Abnormal Psychology,https://en.wikipedia.org/wiki/Clinical_psychology,high
3204,Developmental and Educational Psychology,Psychology,"Psychological development across the lifespan (especially childhood and adolescence) and the psychology of learning, teaching, and educational assessment. Covers cognitive, social and emotional development and the individual-level psychological processes underlying instruction and achievement. ARBITRATION vs Education [3304]: individual-level cognitive, social and emotional developmental processes, learning mechanisms, and psychological assessment of learners stay here; education systems, curriculum, policy, and institutional teaching practice go to Education.",child and adolescent development; lifespan developmental psychology; learning and instruction processes; educational and psychological assessment/testing; literacy and numeracy development; teacher-student psychological dynamics,"education systems, policy, curriculum and pedagogy as an institutional field -> Education ; social influence, attitudes, and group-level processes in children, adolescents, or adults treated as social-psychological phenomena rather than developmental/learning processes -> Social Psychology",Developmental Psychology; Child Development; Journal of Educational Psychology; British Journal of Educational Psychology,https://en.wikipedia.org/wiki/Developmental_psychology,high
3205,Experimental and Cognitive Psychology,Psychology,"The experimental study of mental processes using laboratory-based methods: perception, attention, memory, learning, language, reasoning, and decision-making. Covers basic cognitive science research on how the mind processes information.",cognitive psychology; perception and attention; memory research; psycholinguistics; judgment and decision-making; experimental learning theory; creativity and problem-solving research,"brain-behavior and physiological/biological bases of cognition -> Neuropsychology and Physiological Psychology ; applied, professional or organizational uses of psychology -> Applied Psychology",Cognitive Psychology; Journal of Experimental Psychology; Cognition; Psychonomic Bulletin & Review,https://en.wikipedia.org/wiki/Cognitive_psychology,high
3206,Neuropsychology and Physiological Psychology,Psychology,"The study of brain-behavior relationships and the physiological/biological bases of psychological processes, including clinical neuropsychology and psychophysiology. Concerned with how neural and bodily systems underlie cognition, emotion, and behavior.",clinical neuropsychology; physiological psychology; psychophysiology; brain-behavior relationships; biological correlates of cognition and emotion; neuropsychological assessment of brain injury/disease,purely behavioral/experimental study of cognition without a physiological/neural focus -> Experimental and Cognitive Psychology,Neuropsychologia; Journal of Clinical and Experimental Neuropsychology; Biological Psychology; Psychophysiology,https://en.wikipedia.org/wiki/Neuropsychology,medium
3207,Social Psychology,Psychology,"The scientific study of how individuals' thoughts, feelings, and behaviors are shaped by social context: attitudes, group processes, interpersonal relationships, emotion, identity, and culture. Covers both individual-level social cognition and group/intergroup phenomena.","attitudes and persuasion; group dynamics and intergroup relations; interpersonal relationships; emotion research; social cognition and identity; stress, coping and well-being; cross-cultural psychology; prejudice and stereotyping","social structure, institutions, and macro-level group processes analyzed as sociology rather than as an individual's psychological mechanism of social cognition or behavior -> Sociology and Political Science ; neural or brain-imaging-based mechanisms of social, emotional, or moral processing where the neuroscience method and brain-level explanation is the primary contribution -> Cognitive Neuroscience ; the developmental trajectory of social or emotional skills in children and adolescents, studied as a topic of lifespan development rather than adult social-psychological process -> Developmental and Educational Psychology ; workplace, organizational, forensic, sport, or consumer application settings where the applied/professional context is the framing rather than basic social-psychological theory -> Applied Psychology",Journal of Personality and Social Psychology; Personality and Social Psychology Bulletin; European Journal of Social Psychology,https://en.wikipedia.org/wiki/Social_psychology,high
3300,General Social Sciences,Social Sciences,"Last-resort bucket for social-science research that is broadly interdisciplinary, methodological, or does not map cleanly onto a single social-science subfield. Covers general social-science theory, methods, and multidisciplinary social research spanning several subfields at once.","interdisciplinary social research; social science research methods; general social theory; multidisciplinary area studies; science, technology and society (general); social research on cross-cutting societal issues","research with a clear political-institutional focus -> Political Science and International Relations ; research centered on gender/sexuality as the primary lens -> Gender Studies ; research centered on legal doctrine or institutions -> Law ; interdisciplinary humanities scholarship whose object is texts, arts, ideas or the past as culture -> General Arts and Humanities",Social Science Quarterly; Social Science Research; SAGE Open,https://en.wikipedia.org/wiki/Social_science,medium
3302,Archeology,Social Sciences,"Archaeology practiced as a social/behavioral science: the study of past human societies through material remains, using anthropological method and theory — settlement patterns, social organization, subsistence and technology, cultural evolution, and scientific/quantitative archaeological methods (archaeometry, bioarchaeology, spatial analysis). Distinct from the identically-named Arts and Humanities subfield, which covers archaeology as a historical/humanistic and art-historical discipline (classical antiquity, epigraphy, museum and heritage scholarship framed humanistically). ARBITRATION vs Archeology [Arts and Humanities] (1204): social-scientific/anthropological-method, settlement/society-focused, and archaeometric archaeology stays here; humanistic, art-historical, classical/philological, and heritage-as-culture interpretation of antiquity goes to the Arts and Humanities twin.",settlement pattern and social organization studies; archaeological method and theory; bioarchaeology and archaeometry; cultural evolution and technology in past societies; landscape and spatial archaeology; cultural resource management / heritage management (social-science framing),"humanistic, art-historical, classical, and philological study of antiquity and its material/textual heritage -> Archeology ; long-run cultural-historical narrative of colonialism, trade networks, kinship, and indigenous societies, where ethnographic/historical-anthropological synthesis is the primary contribution rather than field method, artifact analysis, or site-based archaeological science -> Anthropology",Journal of Anthropological Archaeology; American Antiquity; World Archaeology,https://en.wikipedia.org/wiki/Anthropological_archaeology,medium
3303,Development,Social Sciences,"Interdisciplinary social-science research on international and economic development: growth, poverty, inequality, and social change in low- and middle-income countries, and the policies, institutions, and interventions intended to promote development. ARBITRATION vs Geography, Planning and Development [3305] and Urban Studies [3322]: developing-country growth, poverty, inequality, and aid/institutional-effectiveness framing stays here regardless of spatial scale; spatial/GIS and regional-planning method goes to Geography, Planning and Development; city-scale governance and urban socio-spatial dynamics goes to Urban Studies. ARBITRATION vs General Agricultural and Biological Sciences [Agricultural and Biological Sciences]: rural development and rural sociology in developing-country contexts is named as belonging here rather than to the agricultural-science catch-all.",development studies and theory; poverty and inequality in developing countries; development policy and aid effectiveness; institutions and governance for development; developing-country economic and social change; sustainable development (social/policy angle); rural development and rural sociology in developing-country contexts,"formal macroeconomic growth theory and econometric modeling of development -> Economics and Econometrics ; spatial, urban, or regional planning dimensions of development -> Geography, Planning and Development ; city-scale governance, housing, and urban socio-spatial dynamics, where the urban scale rather than the developing-country/development-studies framing is the object -> Urban Studies",World Development; Journal of Development Studies; Development and Change,https://en.wikipedia.org/wiki/Development_studies,high
3304,Education,Social Sciences,"The study of education as a system and practice: teaching and learning methods, curriculum, educational policy, institutions, and educational technology. Covers education at the classroom, institutional, and policy level, broadly and inclusively across all levels of schooling and lifelong learning. ARBITRATION vs Developmental and Educational Psychology [3204]: education systems, curriculum, pedagogy, and institutional/policy practice stay here; individual-level cognitive, social and emotional developmental processes and psychological assessment of learners go to Developmental and Educational Psychology.",pedagogy and teaching methods; curriculum studies; educational policy and systems; teacher education and professional development; higher education studies; educational technology and e-learning; comparative and international education; educational leadership and administration,"information systems/technology infrastructure and management as the core research object -> Information Systems ; individual-level learning psychology, child development and psychological assessment -> Developmental and Educational Psychology ; neural or brain-imaging-based investigation of learning and cognition where neural mechanism, not educational practice or policy, is the object of study -> Cognitive Neuroscience ; interpretation, criticism and theory of literary texts -> Literature and Literary Theory",Educational Researcher; British Educational Research Journal; Computers & Education; Higher Education,https://en.wikipedia.org/wiki/Education,high
3305,"Geography, Planning and Development",Social Sciences,"Human and regional geography, spatial analysis, and the planning and development of places at scales from local to regional to global. Covers geographic information systems and spatial methods, regional/rural development, geographic thought and pedagogy, and area/place-based studies. ARBITRATION vs Development [3303] and Urban Studies [3322]: spatial/geographic method and regional-planning practice at any scale stays here; poverty/inequality/aid-effectiveness framing of low- and middle-income-country change goes to Development; city-scale governance and urban socio-spatial dynamics goes to Urban Studies.",geographic information systems (GIS) and spatial analysis; regional and rural development planning; human-environment geography; geography education and pedagogy; historical and cultural geography; area studies with a geographic/spatial framing; tourism geography,"urban-specific governance, planning, and socio-spatial dynamics with a city/urban focus -> Urban Studies ; continental- or global-scale environmental/climate change analysis -> Global and Planetary Change ; poverty, inequality, and international/economic-development outcomes in low- and middle-income countries, analyzed through development theory and aid/policy effectiveness rather than spatial/geographic method -> Development ; management, marketing, and business-operations analysis of the tourism, hospitality, and travel industries, as opposed to the geographic/spatial study of place and destination -> Tourism, Leisure and Hospitality Management",Journal of Geography and Regional Planning; Applied Geography; Progress in Human Geography; Regional Studies,https://en.wikipedia.org/wiki/Geography,high
3306,Health,Social Sciences,"Health studied through a social-science lens: the social, political, and behavioral determinants and consequences of health and illness, health disparities and inequities, and health as it intersects with social structure (race, migration, violence, human rights). Not clinical or biomedical health research. ARBITRATION vs Public Health [Medicine]: health inequalities and social determinants analysed as social structure, policy and human rights stay here; the same determinants analysed for population health outcomes and prevention belong to Public Health.",social determinants of health; health disparities and inequities; sociology/anthropology of health and illness; health and human rights; violence and health outcomes; migration and health; health-related social policy,"clinical, epidemiological, or biomedical public health research -> Public Health, Environmental and Occupational Health",Social Science & Medicine; Sociology of Health & Illness; Journal of Health and Social Behavior,https://en.wikipedia.org/wiki/Sociology_of_health_and_illness,high
3307,Human Factors and Ergonomics,Social Sciences,"The behavioral and social-science study of how humans interact with systems, tools, environments, and organizations, aimed at improving usability, safety, and wellbeing: human-centered design, workplace ergonomics, cognitive and physical workload, and user-system interaction. ARBITRATION vs Human-Computer Interaction [Computer Science]: this card owns workplace, organizational and physical human-system performance (ergonomics, workload, safety) beyond the computing interface; interface design, interaction techniques and UX of computing systems belong to Human-Computer Interaction (1709).",human-computer/human-system interaction; workplace and occupational ergonomics; cognitive workload and usability; human-centered/user-centered design; physical ergonomics and workstation design; error and performance in human-machine systems,"engineering-side systems safety, reliability, and quality analysis -> Safety, Risk, Reliability and Quality ; interaction techniques, interface design and user experience of computing systems as the object -> Human-Computer Interaction",Human Factors; Applied Ergonomics; Ergonomics; International Journal of Industrial Ergonomics,https://en.wikipedia.org/wiki/Human_factors_and_ergonomics,high
3308,Law,Social Sciences,"Legal studies covering legal theory, doctrine, and institutions across jurisdictions: constitutional, criminal, international, human-rights, and regulatory law, legal history, and jurisprudence. Includes comparative and interdisciplinary legal analysis where law itself is the object of study.",legal theory and jurisprudence; constitutional and administrative law; international and comparative law; human rights law; criminal law and justice systems; environmental and regulatory law; legal history; law and language/interpretation,"policy-making, governance, and institutional politics without doctrinal legal analysis -> Political Science and International Relations",Harvard Law Review; Yale Law Journal; American Journal of International Law; Journal of Legal Studies; Law and Society Review,https://en.wikipedia.org/wiki/Law,high
3309,Library and Information Sciences,Social Sciences,"Study of how information and knowledge are organized, managed, retrieved, and used by people and institutions, including library and archival practice, information behavior, and scholarly communication metrics. A social-science lens on information, distinct from the technical engineering of information systems. ARBITRATION vs Information Systems [1710]: the social-science study of information behavior, library/archival practice, and scholarly-communication metrics stays here; the technical design, engineering, and organizational management of information systems and databases goes to Information Systems.",library science and administration; archival science; information retrieval and organization; information literacy and behavior; bibliometrics and scientometrics; digital libraries and knowledge management; scholarly communication,technical design/engineering of software information systems and databases -> Information Systems,Journal of the Association for Information Science and Technology; Library & Information Science Research; Journal of Documentation; Scientometrics,https://en.wikipedia.org/wiki/Library_science,medium
3310,Linguistics and Language,Social Sciences,"Language studied through a social-science lens: sociolinguistics, language policy and planning, multilingual education, language acquisition in social context, and the social functions and dynamics of language use in communities and institutions.",sociolinguistics; language policy and planning; multilingual education; language and identity/society; second-language acquisition (social/educational framing); discourse and communication in social context,"formal theoretical linguistics, philology, and humanities-based literary/language study -> Language and Linguistics",Language in Society; Journal of Sociolinguistics; Applied Linguistics,https://en.wikipedia.org/wiki/Sociolinguistics,medium
3311,Safety Research,Social Sciences,"Social and behavioral science research on safety: human behavior, policy, and social systems that produce or prevent injury, accidents, and disasters — occupational safety behavior, road and traffic safety, injury prevention, disaster/risk perception, and public safety policy.",occupational safety behavior and culture; road and traffic safety; injury prevention and epidemiology (behavioral/policy angle); disaster and emergency risk perception; public safety policy; workplace accident causation (human/organizational factors),"engineering systems safety, reliability, and quality analysis -> Safety, Risk, Reliability and Quality ; occupational disease, hazard exposure and worker health outcomes as the object (as opposed to safety behaviour, culture and injury prevention) -> Public Health, Environmental and Occupational Health",Journal of Safety Research; Accident Analysis & Prevention; Safety Science,https://en.wikipedia.org/wiki/Safety_science,high
3312,Sociology and Political Science,Social Sciences,"The broad core of sociology and political science: social structure and change, social institutions, group and intergroup dynamics, political systems and behavior, governance, social movements, crime and deviance, and migration — spanning both disciplines as ASJC groups them together. ARBITRATION vs Political Science and International Relations [3320] and Public Administration [3321]: broad/foundational sociological and social-structural framing of institutions, politics, and group behavior stays here (per ASJC's combined-subfield design); specialized political-science/IR research (comparative politics, IR theory, security studies, electoral behavior, policy analysis) goes to Political Science and International Relations; the operational management of public-sector organizations and service delivery goes to Public Administration.","social theory and social structure; political systems, institutions, and behavior; social movements and collective action; crime, deviance, and criminal justice; migration and integration; intergroup relations and social conflict; public opinion and governance","individual and small-group psychological processes studied as psychology rather than sociology -> Social Psychology ; political behavior, comparative politics, international-relations theory, security/conflict studies, and policy analysis framed as specialized political-science research, rather than as one strand of a broader combined sociology-and-political-science inquiry -> Political Science and International Relations ; public-sector organizational management, bureaucracy, civil service, and public-service-delivery framed as public-management/administration practice rather than social-structural or political-behavioral analysis -> Public Administration",American Sociological Review; American Journal of Sociology; American Political Science Review; British Journal of Sociology,https://en.wikipedia.org/wiki/Sociology,high
3313,Transportation,Social Sciences,"Transportation planning, policy, logistics, and mobility from a social-science and planning perspective: how people and goods move, transport systems governance, and travel behavior. Distinct from the engineering design of vehicles or transport infrastructure.",transportation planning and policy; logistics and supply chain systems; public transit and urban mobility; transport economics and policy; travel behavior and human mobility analytics; traffic systems management,"engineering design of roads, rail, or transport infrastructure -> Civil and Structural Engineering ; vehicle/powertrain engineering design -> Automotive Engineering",Transportation Research Part A: Policy and Practice; Journal of Transport Geography; Transport Policy; Transportation,https://en.wikipedia.org/wiki/Transport,medium
3314,Anthropology,Social Sciences,"The comparative study of human societies, cultures, and their histories: ethnography, cultural and social anthropology, and the broader historical anthropology of colonialism, trade, exchange, and indigenous cultures. Overlaps naturally with archaeology where anthropology addresses long-run cultural history. ARBITRATION vs Cultural Studies [3316] and Communication [3315]: ethnographic, fieldwork-based study of specific societies' kinship, ritual, subsistence and social organization stays here; critical/theoretical analysis of culture, identity, ideology and representation goes to Cultural Studies; the study of media systems, messaging, and communication technology goes to Communication. ARBITRATION vs Ecology, Evolution, Behavior and Systematics [Agricultural and Biological Sciences]: this card owns human cultural and social evolution and the history of societies' customs/institutions; the biological evolution, phylogenetics, and behavioral ecology of organisms belongs to Ecology, Evolution, Behavior and Systematics (1105).","ethnography and cultural anthropology; historical anthropology of colonial encounters, diaspora and exchange systems; indigenous cultures and history; kinship and social organization; cultural exchange and diffusion; historical and maritime anthropology","excavation-based, material-culture-focused archaeological fieldwork and method -> Archeology ; the critical/theoretical analysis of contemporary popular culture, media representation, identity politics, and ideology, where cultural theory rather than ethnographic fieldwork is the method -> Cultural Studies ; the study of media systems, journalism, and communication technology and its social effects, as opposed to ethnographic study of a society's communicative or symbolic practices -> Communication ; documentary/political history of colonial administration, trade, or indigenous polities studied as historical narrative rather than as ethnographic or anthropological-theoretical analysis -> History ; biological evolution, phylogenetics, and behavioral ecology of non-human organisms, and the biological/physical basis of human evolution, as opposed to cultural and social anthropology -> Ecology, Evolution, Behavior and Systematics",American Anthropologist; Current Anthropology; Journal of the Royal Anthropological Institute,https://en.wikipedia.org/wiki/Anthropology,medium
3315,Communication,Social Sciences,"The study of human communication processes, media, and messaging: mass and interpersonal communication, journalism, media effects, public relations, and the social role of communication technologies. Covers both theory of communication and empirical study of media systems and practices. ARBITRATION vs Cultural Studies [3316] and Anthropology [3314]: the empirical study of media, messaging, and communication processes/technology stays here; critical/theoretical analysis of culture, identity and ideology as an end in itself goes to Cultural Studies; ethnographic fieldwork on a specific society's kinship/ritual/social organization goes to Anthropology. ARBITRATION vs Human-Computer Interaction [Computer Science]: this card owns computer-mediated communication as behavior, content, and social process; the design and evaluation of interfaces and interaction techniques for communication tools belongs to Human-Computer Interaction (1709).",media and mass communication studies; journalism studies; public relations and crisis communication; social media and political communication; advertising and persuasive communication; organizational and interpersonal communication; communication technology adoption,"ethnographic study of culture, kinship, ritual, and social organization within a specific society, rather than the study of communication processes, media, and messaging -> Anthropology ; critical/theoretical analysis of cultural meaning, identity, ideology, and power as an end in itself, as opposed to the empirical study of media systems, messaging, and communication practice -> Cultural Studies ; information-system/technology-platform design and organizational deployment (e.g. expert-finding and retrieval infrastructure), as opposed to the substantive content and social process of communication -> Information Systems ; the design and evaluation of user interfaces and interaction techniques for computer-mediated communication tools, as opposed to the communication behavior, content and social process those tools carry -> Human-Computer Interaction",Journal of Communication; Communication Research; New Media & Society; Public Relations Review,https://en.wikipedia.org/wiki/Communication_studies,high
3316,Cultural Studies,Social Sciences,"The interdisciplinary study of culture, cultural practices, and cultural meaning-making: how identity, ideology, and power are produced and contested through texts, media, and everyday cultural life. Draws on critical theory to analyze popular culture, representation, and subcultures. ARBITRATION vs Anthropology [3314] and Communication [3315]: critical/theoretical analysis of cultural meaning-making, identity, ideology and power stays here; ethnographic fieldwork on a specific society's social organization goes to Anthropology; empirical study of media systems, messaging, and communication technology goes to Communication.","cultural theory and criticism; identity studies (race, gender, class as cultural phenomena); popular culture analysis; media representation and textual analysis; postcolonial studies; subcultures and lifestyle studies; heritage and memory studies","ethnographic fieldwork-based study of a specific society's kinship, ritual, subsistence, or social organization, where anthropological method rather than cultural/critical theory is the primary approach -> Anthropology ; empirical study of media systems, journalism practice, and communication-technology adoption, as opposed to the critical/theoretical analysis of culture and representation -> Communication ; gender and sexuality as the primary analytical lens (feminist theory, LGBTQ+ studies, women's/men's studies) rather than a broader cultural-studies analysis of identity, ideology, and power -> Gender Studies",Cultural Studies; European Journal of Cultural Studies; International Journal of Cultural Studies,https://en.wikipedia.org/wiki/Cultural_studies,high
3317,Demography,Social Sciences,"The study of population size, structure, and dynamics: fertility, mortality, migration, aging, and the methods used to measure and project population change, plus the social implications of demographic trends.",fertility and mortality trends; population aging; migration as a demographic process; population projection and demographic methods; household and family demography; demographic transition,"poverty, inequality, and development-policy analysis in low- and middle-income countries, where demographic indicators serve a development-studies argument rather than the study of population dynamics itself -> Development ; the spatial/geographic distribution and regional-planning implications of population patterns, where geographic method is the primary framing rather than demographic measurement or theory -> Geography, Planning and Development ; migration and household/family patterns analyzed as social-structural or political phenomena (integration policy, social movements) rather than as demographic measurement of population processes -> Sociology and Political Science",Demography; Population and Development Review; Population Studies,https://en.wikipedia.org/wiki/Demography,high
3318,Gender Studies,Social Sciences,"Research on gender and sexuality as social, cultural, and political constructs, including feminist theory, gender identity and roles, and LGBTQ+ studies across societies and historical periods. Covers how gender intersects with power, representation, language, and everyday life.",feminist theory and criticism; gender identity and roles; sexuality and LGBTQ+ studies; women's and men's studies; masculinity studies; gender and language/representation; intersectionality (gender x race/class),gender as a policy/governance variable in electoral or institutional politics -> Political Science and International Relations ; gender-based rights framed as statutory/constitutional law -> Law,Gender & Society; Signs: Journal of Women in Culture and Society; Feminist Studies; Journal of Gender Studies; Sex Roles,https://en.wikipedia.org/wiki/Gender_studies,high
3319,Life-span and Life-course Studies,Social Sciences,"Studies of human development, ageing, and life transitions from a sociological/social-structural perspective: how social roles, institutions, cohorts, and biographical trajectories unfold from birth to death, and how social position at one life stage shapes outcomes at later stages. Covers life-course theory, cohort and generational analysis, transitions (school-to-work, marriage, retirement), and the social patterning of ageing.",life-course theory; cohort and generational analysis; ageing and the life cycle (sociological); biographical/trajectory research; transitions to adulthood and retirement; intergenerational relations; social determinants of ageing,individual psychological development across the lifespan -> Developmental and Educational Psychology ; clinical/medical geriatrics and age-related disease -> Geriatrics and Gerontology ; population-level age structure and demographic ageing statistics -> Demography,Advances in Life Course Research; Journal of Aging Studies; Ageing & Society,https://en.wikipedia.org/wiki/Life_course_approach,medium
3320,Political Science and International Relations,Social Sciences,"Study of political systems, institutions, behavior, and international relations: comparative politics, public policy and governance, political theory, security and conflict studies, and foreign policy analysis. Covers both domestic politics and interstate/global political dynamics. ARBITRATION vs Sociology and Political Science [3312] and Public Administration [3321]: specialized political-science and international-relations research stays here; broad social-structural, migration, crime/deviance, and social-movement analysis (even when it touches politics) goes to Sociology and Political Science; the operational management of public agencies and bureaucracies goes to Public Administration.","comparative politics; international relations theory and diplomacy; public policy and governance; political behavior and public opinion; security, conflict and peace studies; political theory and philosophy; elections and voting behavior","doctrinal analysis of statutes, constitutions, or court decisions -> Law ; gender/sexuality as the primary analytical lens even when applied to politics -> Gender Studies ; broad social-structural, social-movement, migration, crime/deviance, and intergroup-conflict analysis where sociology is the primary disciplinary lens even when the topic touches politics or governance -> Sociology and Political Science ; the operational management, administration, and organizational practice of public-sector agencies and bureaucracies, as opposed to political institutions, behavior, or policy-analysis theory -> Public Administration",American Political Science Review; International Organization; Journal of Politics; World Politics; Foreign Affairs,https://en.wikipedia.org/wiki/Political_science,high
